!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Cutter,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=458678&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Michael Broadway,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Sinker,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=455077&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Carp,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,293,55,16,4,0,11,5,0,1,.309,.455,.146,.421
,,,Sinker,144,32,4,3,3,9,1,0,0,.313,.344,.031,.357
,,,Change,17,6,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,128,39,15,1,0,7,2,1,4,.359,.769,.410,.500
,,,Curve,80,34,8,1,0,6,0,0,0,.177,.177,.000,.231
,,,Cutter,67,21,4,1,0,3,0,0,1,.191,.333,.143,.188
,,,Knuckler,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605182&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Clevinger,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,4,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453068&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Costanzo,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,8,3,1,0,0,0,1,0,0,.333,.667,.333,.500
,,,Slider,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=449107&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Aviles,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1644,304,53,36,1,57,15,1,8,.266,.401,.135,.300
,,,Sinker,962,242,7,13,0,54,11,3,2,.289,.384,.095,.292
,,,Change,751,248,15,8,0,47,13,0,4,.258,.359,.101,.262
,,,Slider,340,110,27,2,2,16,4,1,2,.209,.318,.109,.259
,,,Curve,355,91,22,1,0,14,4,1,2,.231,.363,.132,.284
,,,Cutter,273,87,11,6,0,21,7,1,4,.379,.621,.241,.403
,,,Split,32,15,2,1,0,5,0,1,0,.400,.533,.133,.462
,,,Slow Curve,3,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=445197&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Dunn,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=455091&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,5,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592314&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Foltynewicz,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,32,7,4,0,0,1,0,0,0,.143,.143,.000,.333
,,,Sinker,15,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,5,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571666&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Fiers,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,40,8,4,0,0,1,0,0,0,.125,.125,.000,.250
,,,Sinker,21,5,3,0,0,1,0,0,0,.200,.200,.000,.500
,,,Change,5,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,5,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,12,5,4,0,0,1,0,0,0,.200,.200,.000,1.000
,,,Cutter,2,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502273&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Freeman,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,43,9,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,25,5,0,2,0,1,0,0,0,.200,.200,.000,.200
,,,Change,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,28,6,3,1,0,1,1,0,0,.333,.500,.167,.667
,,,Curve,15,3,2,0,0,1,0,0,0,.333,.333,.000,1.000
,,,Cutter,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=645801&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Ford,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=430917&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Fontenot,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,350,64,20,11,0,9,5,1,1,.250,.406,.156,.349
,,,Sinker,163,32,6,7,0,6,2,0,0,.250,.313,.063,.308
,,,Change,36,5,2,0,0,1,0,0,0,.200,.200,.000,.333
,,,Slider,171,41,12,0,2,8,2,0,0,.244,.293,.049,.345
,,,Curve,88,28,10,0,1,2,2,1,0,.179,.321,.143,.278
,,,Cutter,55,17,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,5,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Screwball,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595222&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Gerber,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=623434&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Hauschild,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592464&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Kickham,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502190&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Leake,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,224,42,18,3,1,6,1,1,0,.191,.262,.071,.333
,,,Sinker,136,25,7,1,0,3,0,0,0,.120,.120,.000,.167
,,,Change,55,15,5,0,0,3,1,0,1,.333,.600,.267,.444
,,,Slider,52,19,9,0,0,5,0,0,0,.263,.263,.000,.500
,,,Curve,61,22,15,1,0,4,0,0,0,.182,.182,.000,.571
,,,Cutter,35,11,2,0,0,3,0,0,0,.273,.273,.000,.333
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=408312&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,410,95,31,7,0,19,2,0,1,.232,.284,.053,.333
,,,Sinker,138,40,2,1,1,7,0,0,3,.250,.475,.225,.200
,,,Change,66,15,4,3,0,2,0,0,2,.267,.667,.400,.222
,,,Slider,244,63,27,2,0,6,3,0,5,.222,.508,.286,.290
,,,Curve,100,29,16,0,0,2,3,0,0,.172,.276,.103,.385
,,,Cutter,87,18,4,2,0,1,3,0,0,.222,.389,.167,.286
,,,Split,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=213680&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike MacDougal,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605357&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Michael Marjama,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,20,3,0,2,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,6,4,0,0,0,0,1,0,1,.500,1.500,1.000,.333
,,,Change,5,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=594577&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Mayers,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=501873&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike McClendon,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Sinker,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453454&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike McCoy,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,210,51,10,7,0,12,1,0,1,.275,.353,.078,.325
,,,Sinker,151,32,5,8,0,4,2,0,0,.188,.250,.063,.222
,,,Change,62,13,4,0,0,1,0,0,0,.077,.077,.000,.111
,,,Slider,36,6,3,1,0,1,0,0,0,.167,.167,.000,.333
,,,Curve,37,5,2,1,0,1,0,0,0,.200,.200,.000,.333
,,,Cutter,36,7,3,1,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=623166&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Miller,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Cutter,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=573046&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Morin,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=501985&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Minor,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,83,15,8,3,0,0,1,0,0,.067,.133,.067,.143
,,,Sinker,35,9,1,0,0,2,0,0,0,.222,.222,.000,.250
,,,Change,14,2,0,0,0,1,0,0,0,.500,.500,.000,.500
,,,Slider,16,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,15,8,8,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,13,6,1,0,0,0,1,0,0,.167,.333,.167,.200
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543557&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Montgomery,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,25,4,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=435081&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Nickeas,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,135,28,3,6,0,5,0,0,0,.179,.179,.000,.200
,,,Sinker,90,20,4,2,0,3,1,0,0,.200,.250,.050,.250
,,,Change,69,21,2,0,0,4,0,0,0,.191,.191,.000,.211
,,,Slider,19,7,3,0,0,0,0,0,1,.143,.571,.429,.000
,,,Curve,31,6,6,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,23,5,1,1,0,0,1,0,0,.200,.400,.200,.250
,,,Split,4,2,0,0,0,0,1,0,0,.500,1.000,.500,.500
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572000&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Michael Ohlman,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,52,12,1,2,0,0,1,0,3,.333,1.167,.833,.125
,,,Sinker,4,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,13,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592609&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Olt,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,319,57,29,6,0,4,1,0,8,.228,.667,.439,.250
,,,Sinker,128,23,4,7,0,5,0,0,2,.304,.565,.261,.294
,,,Change,141,34,8,2,0,3,1,0,3,.206,.500,.294,.174
,,,Slider,95,19,8,2,0,1,0,0,2,.158,.474,.316,.111
,,,Curve,74,14,4,0,1,1,0,0,0,.071,.071,.000,.100
,,,Cutter,37,12,3,1,0,1,1,0,1,.250,.583,.333,.250
,,,Split,9,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Screwball,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=460059&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Pelfrey,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,132,30,4,2,1,2,0,0,0,.067,.067,.000,.077
,,,Sinker,53,13,2,0,0,2,0,0,0,.154,.154,.000,.182
,,,Change,22,7,2,0,0,0,1,0,0,.143,.286,.143,.200
,,,Slider,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,19,5,2,0,0,0,1,0,0,.200,.400,.200,.333
,,,Cutter,33,9,4,0,0,1,0,0,0,.111,.111,.000,.200
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=647336&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Soroka,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,7,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,1,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slider,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=519058&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Moustakas,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1560,364,50,33,7,67,25,0,16,.297,.497,.201,.309
,,,Sinker,771,185,14,7,2,36,6,0,3,.243,.324,.081,.250
,,,Change,162,32,4,5,2,2,3,0,2,.219,.500,.281,.192
,,,Slider,985,243,64,7,0,28,8,0,11,.193,.362,.169,.214
,,,Curve,587,128,39,5,0,18,7,0,3,.219,.344,.125,.291
,,,Cutter,301,96,10,5,0,16,4,1,1,.229,.323,.094,.247
,,,Split,11,2,0,0,0,0,0,0,1,.500,2.000,1.500,.000
,,,Screwball,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572175&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Michael Strong,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605541&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Wright,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=435063&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Napoli,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2629,457,147,92,3,64,24,0,34,.267,.543,.276,.319
,,,Sinker,1315,223,55,46,1,42,11,3,17,.327,.632,.305,.371
,,,Change,1188,298,84,29,0,56,9,0,15,.269,.450,.181,.327
,,,Slider,537,120,47,12,2,10,10,0,6,.217,.450,.233,.299
,,,Curve,579,123,48,7,3,23,8,0,6,.301,.512,.211,.449
,,,Cutter,448,94,30,5,2,11,5,0,7,.245,.521,.277,.281
,,,Split,44,8,2,0,0,1,1,0,0,.250,.375,.125,.333
,,,Screwball,3,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=643565&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Michael Tauchman,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,81,12,3,3,0,3,0,0,0,.250,.250,.000,.333
,,,Sinker,5,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,7,3,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,24,4,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,6,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,7,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=489448&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Zagurski,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571945&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Miles Mikolas,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,9,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,14,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,4,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641598&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mitch Garver,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,139,32,6,1,0,3,3,1,0,.219,.375,.156,.269
,,,Sinker,51,14,3,1,0,3,0,1,0,.286,.429,.143,.364
,,,Change,56,15,3,1,0,4,0,0,0,.267,.267,.000,.333
,,,Slider,32,4,2,2,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,30,6,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,16,5,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543484&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mikie Mahtook,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,351,73,13,5,3,12,3,1,5,.288,.562,.274,.291
,,,Sinker,267,74,13,3,0,13,2,3,6,.324,.676,.351,.327
,,,Change,264,64,24,0,0,3,2,0,2,.109,.234,.125,.132
,,,Slider,98,20,7,3,2,4,1,0,0,.250,.300,.050,.385
,,,Curve,116,27,5,0,0,4,4,0,1,.333,.593,.259,.381
,,,Cutter,73,17,3,2,0,4,3,0,0,.412,.588,.177,.500
,,,Split,6,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572287&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mike Zunino,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,861,168,71,26,3,24,6,0,7,.220,.381,.161,.333
,,,Sinker,468,110,27,10,1,17,2,0,8,.246,.482,.236,.253
,,,Change,391,95,24,5,0,19,6,0,4,.305,.495,.190,.373
,,,Slider,234,62,28,3,0,3,3,0,2,.129,.274,.145,.188
,,,Curve,182,30,18,1,0,2,1,0,2,.167,.400,.233,.300
,,,Cutter,123,23,5,4,0,5,2,0,0,.304,.391,.087,.389
,,,Split,16,4,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571745&balls=-1&strikes=-1&b_hand=L&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Mitch Haniger,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,324,72,15,8,0,10,6,0,4,.278,.528,.250,.302
,,,Sinker,198,51,5,6,0,14,3,2,0,.373,.510,.137,.413
,,,Change,215,64,12,2,0,6,3,1,3,.203,.422,.219,.204
,,,Slider,130,24,13,0,0,4,0,1,0,.208,.292,.083,.455
,,,Curve,98,14,9,2,0,2,1,0,0,.214,.286,.071,.600
,,,Cutter,47,11,4,0,0,2,2,0,0,.364,.546,.182,.571
,,,Split,10,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
